"","X1","X1_3","X1_2","X1_1","stimuliShown","group_1","perceptual_result","block","stim1","stim2","response","rt","reward","ID","stim_chosen","typeOfChoice","highChosen","riskChosen","forced","choices","win","correct","risky","trial","trial_cont","trial_id","trial_n","trigger_integer","buttonBox_2.keys","participant","ID_n","trigger_feedback","trialIndex","first_observer","second_observer","block_soc","pair_type"
"12858",12901,12901,12901,12901,41,"underestimator","underestimator",3,4,1,1,1.17884189999677,41,24,1,3,1,NA,0,0,NA,1,NA,78,78,438,78,41,"1","sub-028",24,81,78,"in-group","out-group","out-group","different"
"12859",12902,12902,12902,12902,31,"underestimator","underestimator",3,3,1,1,0.807547399999748,33,24,1,2,1,NA,0,0,NA,1,NA,79,79,439,79,31,"1","sub-028",24,71,79,"in-group","out-group","out-group","different"
"12860",12903,12903,12903,12903,31,"underestimator","underestimator",3,3,1,1,0.630668500001775,75,24,1,2,1,NA,0,0,NA,1,NA,80,80,440,80,31,"1","sub-028",24,71,80,"in-group","out-group","out-group","different"
"12861",12904,12904,12904,12904,14,"underestimator","underestimator",3,1,4,0,0.729281899999478,63,24,1,3,1,NA,0,1,NA,1,NA,81,81,441,81,14,"0","sub-028",24,54,81,"in-group","out-group","out-group","different"
"12862",12905,12905,12905,12905,43,"underestimator","underestimator",3,4,3,1,0.943572199998016,7,24,3,6,NA,1,0,0,-1,NA,1,82,82,442,82,43,"1","sub-028",24,83,82,"in-group","out-group","out-group","both_low"
"12863",12906,12906,12906,12906,23,"underestimator","underestimator",3,2,3,1,0.626666899999691,62,24,3,4,0,NA,0,0,NA,0,NA,83,83,443,83,23,"1","sub-028",24,63,83,"in-group","out-group","out-group","different"
"12864",12907,12907,12907,12907,34,"underestimator","underestimator",3,3,4,0,1.05469690000245,59,24,3,6,NA,1,0,1,-1,NA,1,84,84,444,84,34,"0","sub-028",24,74,84,"in-group","out-group","out-group","both_low"
"12865",12908,12908,12908,12908,23,"underestimator","underestimator",3,2,3,0,0.966256300001987,58,24,2,4,1,NA,0,1,NA,1,NA,85,85,445,85,23,"0","sub-028",24,63,85,"in-group","out-group","out-group","different"
"12866",12909,12909,12909,12909,14,"underestimator","underestimator",3,1,4,0,1.02925329999925,54,24,1,3,1,NA,0,1,NA,1,NA,86,86,446,86,14,"0","sub-028",24,54,86,"in-group","out-group","out-group","different"
"12867",12910,12910,12910,12910,21,"underestimator","underestimator",3,2,1,0,1.48425230000066,49,24,2,1,NA,0,0,1,1,NA,0,87,87,447,87,21,"0","sub-028",24,61,87,"in-group","out-group","out-group","both_high"
"12868",12911,12911,12911,12911,13,"underestimator","underestimator",3,1,3,0,1.00714919999882,55,24,1,2,1,NA,0,1,NA,1,NA,88,88,448,88,13,"0","sub-028",24,53,88,"in-group","out-group","out-group","different"
"12869",12912,12912,12912,12912,42,"underestimator","underestimator",3,4,2,1,0.925848800001404,57,24,2,5,1,NA,0,0,NA,1,NA,89,89,449,89,42,"1","sub-028",24,82,89,"in-group","out-group","out-group","different"
"12870",12913,12913,12913,12913,21,"underestimator","underestimator",3,2,1,0,1.14253979999921,69,24,2,1,NA,0,0,1,1,NA,0,90,90,450,90,21,"0","sub-028",24,61,90,"in-group","out-group","out-group","both_high"
"12871",12914,12914,12914,12914,13,"underestimator","underestimator",3,1,3,0,1.0989155999996,47,24,1,2,1,NA,0,1,NA,1,NA,91,91,451,91,13,"0","sub-028",24,53,91,"in-group","out-group","out-group","different"
"12872",12915,12915,12915,12915,23,"underestimator","underestimator",3,2,3,0,0.60780099999829,56,24,2,4,1,NA,0,1,NA,1,NA,92,92,452,92,23,"0","sub-028",24,63,92,"in-group","out-group","out-group","different"
"12873",12916,12916,12916,12916,23,"underestimator","underestimator",3,2,3,0,0.529730899997958,58,24,2,4,1,NA,0,1,NA,1,NA,93,93,453,93,23,"0","sub-028",24,63,93,"in-group","out-group","out-group","different"
"12874",12917,12917,12917,12917,32,"underestimator","underestimator",3,3,2,1,0.795900599998276,54,24,2,4,1,NA,0,0,NA,1,NA,94,94,454,94,32,"1","sub-028",24,72,94,"in-group","out-group","out-group","different"
"12875",12918,12918,12918,12918,43,"underestimator","underestimator",3,4,3,1,1.2619102000026,44,24,3,6,NA,1,0,0,-1,NA,1,95,95,455,95,43,"1","sub-028",24,83,95,"in-group","out-group","out-group","both_low"
"12876",12919,12919,12919,12919,14,"underestimator","underestimator",3,1,4,0,1.31531360000008,80,24,1,3,1,NA,0,1,NA,1,NA,96,96,456,96,14,"0","sub-028",24,54,96,"in-group","out-group","out-group","different"
"12877",12920,12920,12920,12920,23,"underestimator","underestimator",3,2,3,0,1.09435419999863,67,24,2,4,1,NA,0,1,NA,1,NA,97,97,457,97,23,"0","sub-028",24,63,97,"in-group","out-group","out-group","different"
"12878",12921,12921,12921,12921,34,"underestimator","underestimator",3,3,4,0,1.26649410000027,35,24,3,6,NA,1,0,1,-1,NA,1,98,98,458,98,34,"0","sub-028",24,74,98,"in-group","out-group","out-group","both_low"
"12879",12922,12922,12922,12922,41,"underestimator","underestimator",3,4,1,1,1.01680990000023,39,24,1,3,1,NA,0,0,NA,1,NA,99,99,459,99,41,"1","sub-028",24,81,99,"in-group","out-group","out-group","different"
"12880",12923,12923,12923,12923,24,"underestimator","underestimator",3,2,4,0,0.864498200000526,64,24,2,5,1,NA,0,1,NA,1,NA,100,100,460,100,24,"0","sub-028",24,64,100,"in-group","out-group","out-group","different"
"12881",12924,12924,12924,12924,32,"underestimator","underestimator",3,3,2,1,1.11484049999854,55,24,2,4,1,NA,0,0,NA,1,NA,101,101,461,101,32,"1","sub-028",24,72,101,"in-group","out-group","out-group","different"
"12882",12925,12925,12925,12925,13,"underestimator","underestimator",3,1,3,0,0.654028900000412,55,24,1,2,1,NA,0,1,NA,1,NA,102,102,462,102,13,"0","sub-028",24,53,102,"in-group","out-group","out-group","different"
"12883",12926,12926,12926,12926,43,"underestimator","underestimator",3,4,3,1,1.41646259999834,24,24,3,6,NA,1,0,0,-1,NA,1,103,103,463,103,43,"1","sub-028",24,83,103,"in-group","out-group","out-group","both_low"
"12884",12927,12927,12927,12927,42,"underestimator","underestimator",3,4,2,1,1.25682620000225,63,24,2,5,1,NA,0,0,NA,1,NA,104,104,464,104,42,"1","sub-028",24,82,104,"in-group","out-group","out-group","different"
"12885",12928,12928,12928,12928,32,"underestimator","underestimator",3,3,2,1,0.833731200000329,57,24,2,4,1,NA,0,0,NA,1,NA,105,105,465,105,32,"1","sub-028",24,72,105,"in-group","out-group","out-group","different"
"12886",12929,12929,12929,12929,23,"underestimator","underestimator",3,2,3,0,0.739974700001767,61,24,2,4,1,NA,0,1,NA,1,NA,106,106,466,106,23,"0","sub-028",24,63,106,"in-group","out-group","out-group","different"
"12887",12930,12930,12930,12930,14,"underestimator","underestimator",3,1,4,0,0.844150900000386,60,24,1,3,1,NA,0,1,NA,1,NA,107,107,467,107,14,"0","sub-028",24,54,107,"in-group","out-group","out-group","different"
"12888",12931,12931,12931,12931,32,"underestimator","underestimator",3,3,2,1,1.24194279999938,62,24,2,4,1,NA,0,0,NA,1,NA,108,108,468,108,32,"1","sub-028",24,72,108,"in-group","out-group","out-group","different"
"12889",12932,12932,12932,12932,32,"underestimator","underestimator",3,3,2,1,0.64627610000025,61,24,2,4,1,NA,0,0,NA,1,NA,109,109,469,109,32,"1","sub-028",24,72,109,"in-group","out-group","out-group","different"
"12890",12933,12933,12933,12933,31,"underestimator","underestimator",3,3,1,1,1.10003010000219,64,24,1,2,1,NA,0,0,NA,1,NA,110,110,470,110,31,"1","sub-028",24,71,110,"in-group","out-group","out-group","different"
"12891",12934,12934,12934,12934,31,"underestimator","underestimator",3,3,1,1,0.696504100000311,50,24,1,2,1,NA,0,0,NA,1,NA,111,111,471,111,31,"1","sub-028",24,71,111,"in-group","out-group","out-group","different"
"12892",12935,12935,12935,12935,12,"underestimator","underestimator",3,1,2,1,1.27212879999934,54,24,2,1,NA,0,0,0,1,NA,0,112,112,472,112,12,"1","sub-028",24,52,112,"in-group","out-group","out-group","both_high"
"12893",12936,12936,12936,12936,42,"underestimator","underestimator",3,4,2,1,0.866013399998337,58,24,2,5,1,NA,0,0,NA,1,NA,113,113,473,113,42,"1","sub-028",24,82,113,"in-group","out-group","out-group","different"
"12894",12937,12937,12937,12937,21,"underestimator","underestimator",3,2,1,0,0.950909700000921,57,24,2,1,NA,0,0,1,1,NA,0,114,114,474,114,21,"0","sub-028",24,61,114,"in-group","out-group","out-group","both_high"
"12895",12938,12938,12938,12938,41,"underestimator","underestimator",3,4,1,1,0.680503200001112,70,24,1,3,1,NA,0,0,NA,1,NA,115,115,475,115,41,"1","sub-028",24,81,115,"in-group","out-group","out-group","different"
"12896",12939,12939,12939,12939,21,"underestimator","underestimator",3,2,1,0,0.996874000000389,55,24,2,1,NA,0,0,1,1,NA,0,116,116,476,116,21,"0","sub-028",24,61,116,"in-group","out-group","out-group","both_high"
"12897",12940,12940,12940,12940,12,"underestimator","underestimator",3,1,2,1,1.06644279999819,51,24,2,1,NA,0,0,0,1,NA,0,117,117,477,117,12,"1","sub-028",24,52,117,"in-group","out-group","out-group","both_high"
"12898",12941,12941,12941,12941,32,"underestimator","underestimator",3,3,2,1,0.990393600000971,53,24,2,4,1,NA,0,0,NA,1,NA,118,118,478,118,32,"1","sub-028",24,72,118,"in-group","out-group","out-group","different"
"12899",12942,12942,12942,12942,43,"underestimator","underestimator",3,4,3,1,0.906271100000595,51,24,3,6,NA,1,0,0,-1,NA,1,119,119,479,119,43,"1","sub-028",24,83,119,"in-group","out-group","out-group","both_low"
"12900",12943,12943,12943,12943,34,"underestimator","underestimator",3,3,4,0,0.907821100001456,30,24,3,6,NA,1,0,1,-1,NA,1,120,120,480,120,34,"0","sub-028",24,74,120,"in-group","out-group","out-group","both_low"
"12901",12944,12944,12944,12944,42,"underestimator","underestimator",3,4,2,1,1.19141060000038,63,24,2,5,1,NA,0,0,NA,1,NA,121,121,481,121,42,"1","sub-028",24,82,121,"in-group","out-group","out-group","different"
"12902",12945,12945,12945,12945,12,"underestimator","underestimator",3,1,2,1,1.25551239999913,62,24,2,1,NA,0,0,0,1,NA,0,122,122,482,122,12,"1","sub-028",24,52,122,"in-group","out-group","out-group","both_high"
"12903",12946,12946,12946,12946,13,"underestimator","underestimator",3,1,3,0,0.891675799997756,89,24,1,2,1,NA,0,1,NA,1,NA,123,123,483,123,13,"0","sub-028",24,53,123,"in-group","out-group","out-group","different"
"12904",12947,12947,12947,12947,13,"underestimator","underestimator",3,1,3,0,0.90782119999858,62,24,1,2,1,NA,0,1,NA,1,NA,124,124,484,124,13,"0","sub-028",24,53,124,"in-group","out-group","out-group","different"
"12905",12948,12948,12948,12948,21,"underestimator","underestimator",3,2,1,0,1.05580729999929,69,24,2,1,NA,0,0,1,1,NA,0,125,125,485,125,21,"0","sub-028",24,61,125,"in-group","out-group","out-group","both_high"
"12906",12949,12949,12949,12949,23,"underestimator","underestimator",3,2,3,0,0.665815799999109,66,24,2,4,1,NA,0,1,NA,1,NA,126,126,486,126,23,"0","sub-028",24,63,126,"in-group","out-group","out-group","different"
"12907",12950,12950,12950,12950,32,"underestimator","underestimator",3,3,2,1,0.902142700000695,64,24,2,4,1,NA,0,0,NA,1,NA,127,127,487,127,32,"1","sub-028",24,72,127,"in-group","out-group","out-group","different"
"12908",12951,12951,12951,12951,21,"underestimator","underestimator",3,2,1,0,0.86804139999731,58,24,2,1,NA,0,0,1,1,NA,0,128,128,488,128,21,"0","sub-028",24,61,128,"in-group","out-group","out-group","both_high"
"12909",12952,12952,12952,12952,14,"underestimator","underestimator",3,1,4,0,0.76625150000109,61,24,1,3,1,NA,0,1,NA,1,NA,129,129,489,129,14,"0","sub-028",24,54,129,"in-group","out-group","out-group","different"
"12910",12953,12953,12953,12953,32,"underestimator","underestimator",3,3,2,1,0.840459999999439,61,24,2,4,1,NA,0,0,NA,1,NA,130,130,490,130,32,"1","sub-028",24,72,130,"in-group","out-group","out-group","different"
"12911",12954,12954,12954,12954,23,"underestimator","underestimator",3,2,3,0,0.792196700000204,58,24,2,4,1,NA,0,1,NA,1,NA,131,131,491,131,23,"0","sub-028",24,63,131,"in-group","out-group","out-group","different"
"12912",12955,12955,12955,12955,34,"underestimator","underestimator",3,3,4,0,0.871455599997716,32,24,3,6,NA,1,0,1,-1,NA,1,132,132,492,132,34,"0","sub-028",24,74,132,"in-group","out-group","out-group","both_low"
"12913",12956,12956,12956,12956,23,"underestimator","underestimator",3,2,3,0,1.2925467999994,48,24,2,4,1,NA,0,1,NA,1,NA,133,133,493,133,23,"0","sub-028",24,63,133,"in-group","out-group","out-group","different"
"12914",12957,12957,12957,12957,41,"underestimator","underestimator",3,4,1,1,0.765420900002937,84,24,1,3,1,NA,0,0,NA,1,NA,134,134,494,134,41,"1","sub-028",24,81,134,"in-group","out-group","out-group","different"
"12915",12958,12958,12958,12958,32,"underestimator","underestimator",3,3,2,1,0.804003299999749,63,24,2,4,1,NA,0,0,NA,1,NA,135,135,495,135,32,"1","sub-028",24,72,135,"in-group","out-group","out-group","different"
"12916",12959,12959,12959,12959,14,"underestimator","underestimator",3,1,4,0,0.916345899997395,67,24,1,3,1,NA,0,1,NA,1,NA,136,136,496,136,14,"0","sub-028",24,54,136,"in-group","out-group","out-group","different"
"12917",12960,12960,12960,12960,34,"underestimator","underestimator",3,3,4,0,0.557492300002195,13,24,3,6,NA,1,0,1,-1,NA,1,137,137,497,137,34,"0","sub-028",24,74,137,"in-group","out-group","out-group","both_low"
"12918",12961,12961,12961,12961,24,"underestimator","underestimator",3,2,4,0,0.71284409999862,54,24,2,5,1,NA,0,1,NA,1,NA,138,138,498,138,24,"0","sub-028",24,64,138,"in-group","out-group","out-group","different"
"12919",12962,12962,12962,12962,21,"underestimator","underestimator",3,2,1,0,0.929455099998449,70,24,2,1,NA,0,0,1,1,NA,0,139,139,499,139,21,"0","sub-028",24,61,139,"in-group","out-group","out-group","both_high"
"12920",12963,12963,12963,12963,12,"underestimator","underestimator",3,1,2,1,0.936012300000584,59,24,2,1,NA,0,0,0,1,NA,0,140,140,500,140,12,"1","sub-028",24,52,140,"in-group","out-group","out-group","both_high"
"12921",12964,12964,12964,12964,21,"underestimator","underestimator",3,2,1,0,0.704332900000736,59,24,2,1,NA,0,0,1,1,NA,0,141,141,501,141,21,"0","sub-028",24,61,141,"in-group","out-group","out-group","both_high"
"12922",12965,12965,12965,12965,42,"underestimator","underestimator",3,4,2,1,0.666180300002452,66,24,2,5,1,NA,0,0,NA,1,NA,142,142,502,142,42,"1","sub-028",24,82,142,"in-group","out-group","out-group","different"
"12923",12966,12966,12966,12966,12,"underestimator","underestimator",3,1,2,1,0.979015500000969,60,24,2,1,NA,0,0,0,1,NA,0,143,143,503,143,12,"1","sub-028",24,52,143,"in-group","out-group","out-group","both_high"
"12924",12967,12967,12967,12967,14,"underestimator","underestimator",3,1,4,0,0.775751799999853,63,24,1,3,1,NA,0,1,NA,1,NA,144,144,504,144,14,"0","sub-028",24,54,144,"in-group","out-group","out-group","different"
"12925",12968,12968,12968,12968,34,"underestimator","underestimator",3,3,4,0,0.806104700001015,28,24,3,6,NA,1,0,1,-1,NA,1,145,145,505,145,34,"0","sub-028",24,74,145,"in-group","out-group","out-group","both_low"
"12926",12969,12969,12969,12969,42,"underestimator","underestimator",3,4,2,1,0.493288799996662,62,24,2,5,1,NA,0,0,NA,1,NA,146,146,506,146,42,"1","sub-028",24,82,146,"in-group","out-group","out-group","different"
"12927",12970,12970,12970,12970,41,"underestimator","underestimator",3,4,1,1,0.748743100000866,91,24,1,3,1,NA,0,0,NA,1,NA,147,147,507,147,41,"1","sub-028",24,81,147,"in-group","out-group","out-group","different"
"12928",12971,12971,12971,12971,34,"underestimator","underestimator",3,3,4,0,0.847107099998539,29,24,3,6,NA,1,0,1,-1,NA,1,148,148,508,148,34,"0","sub-028",24,74,148,"in-group","out-group","out-group","both_low"
"12929",12972,12972,12972,12972,12,"underestimator","underestimator",3,1,2,1,1.14502809999976,51,24,2,1,NA,0,0,0,1,NA,0,149,149,509,149,12,"1","sub-028",24,52,149,"in-group","out-group","out-group","both_high"
"12930",12973,12973,12973,12973,43,"underestimator","underestimator",3,4,3,1,0.882095600001776,36,24,3,6,NA,1,0,0,-1,NA,1,150,150,510,150,43,"1","sub-028",24,83,150,"in-group","out-group","out-group","both_low"
"12931",12974,12974,12974,12974,14,"underestimator","underestimator",3,1,4,0,0.903766300001735,70,24,1,3,1,NA,0,1,NA,1,NA,151,151,511,151,14,"0","sub-028",24,54,151,"in-group","out-group","out-group","different"
"12932",12975,12975,12975,12975,14,"underestimator","underestimator",3,1,4,0,0.730165500001021,72,24,1,3,1,NA,0,1,NA,1,NA,152,152,512,152,14,"0","sub-028",24,54,152,"in-group","out-group","out-group","different"
"12933",12976,12976,12976,12976,14,"underestimator","underestimator",3,1,4,0,0.602712800002337,45,24,1,3,1,NA,0,1,NA,1,NA,153,153,513,153,14,"0","sub-028",24,54,153,"in-group","out-group","out-group","different"
"12934",12977,12977,12977,12977,24,"underestimator","underestimator",3,2,4,0,0.68877380000049,56,24,2,5,1,NA,0,1,NA,1,NA,154,154,514,154,24,"0","sub-028",24,64,154,"in-group","out-group","out-group","different"
"12935",12978,12978,12978,12978,14,"underestimator","underestimator",3,1,4,0,0.609761399999115,56,24,1,3,1,NA,0,1,NA,1,NA,155,155,515,155,14,"0","sub-028",24,54,155,"in-group","out-group","out-group","different"
"12936",12979,12979,12979,12979,32,"underestimator","underestimator",3,3,2,1,0.877655500000401,53,24,2,4,1,NA,0,0,NA,1,NA,156,156,516,156,32,"1","sub-028",24,72,156,"in-group","out-group","out-group","different"
"12937",12980,12980,12980,12980,14,"underestimator","underestimator",3,1,4,0,0.961856900001294,59,24,1,3,1,NA,0,1,NA,1,NA,157,157,517,157,14,"0","sub-028",24,54,157,"in-group","out-group","out-group","different"
"12938",12981,12981,12981,12981,13,"underestimator","underestimator",3,1,3,0,1.12600829999792,69,24,1,2,1,NA,0,1,NA,1,NA,158,158,518,158,13,"0","sub-028",24,53,158,"in-group","out-group","out-group","different"
"12939",12982,12982,12982,12982,41,"underestimator","underestimator",3,4,1,1,0.682194900000468,69,24,1,3,1,NA,0,0,NA,1,NA,159,159,519,159,41,"1","sub-028",24,81,159,"in-group","out-group","out-group","different"
"12940",12983,12983,12983,12983,31,"underestimator","underestimator",3,3,1,1,0.694346999996924,48,24,1,2,1,NA,0,0,NA,1,NA,160,160,520,160,31,"1","sub-028",24,71,160,"in-group","out-group","out-group","different"
"12941",12984,12984,12984,12984,24,"underestimator","underestimator",3,2,4,0,0.91398019999906,52,24,2,5,1,NA,0,1,NA,1,NA,161,161,521,161,24,"0","sub-028",24,64,161,"in-group","out-group","out-group","different"
"12942",12985,12985,12985,12985,31,"underestimator","underestimator",3,3,1,1,0.772176500002388,82,24,1,2,1,NA,0,0,NA,1,NA,162,162,522,162,31,"1","sub-028",24,71,162,"in-group","out-group","out-group","different"
"12943",12986,12986,12986,12986,24,"underestimator","underestimator",3,2,4,0,0.958035499999824,55,24,2,5,1,NA,0,1,NA,1,NA,163,163,523,163,24,"0","sub-028",24,64,163,"in-group","out-group","out-group","different"
"12944",12987,12987,12987,12987,43,"underestimator","underestimator",3,4,3,1,0.927803900001891,38,24,3,6,NA,1,0,0,-1,NA,1,164,164,524,164,43,"1","sub-028",24,83,164,"in-group","out-group","out-group","both_low"
"12945",12988,12988,12988,12988,34,"underestimator","underestimator",3,3,4,0,0.831858400000783,45,24,3,6,NA,1,0,1,-1,NA,1,165,165,525,165,34,"0","sub-028",24,74,165,"in-group","out-group","out-group","both_low"
"12946",12989,12989,12989,12989,24,"underestimator","underestimator",3,2,4,0,0.612754699999641,52,24,2,5,1,NA,0,1,NA,1,NA,166,166,526,166,24,"0","sub-028",24,64,166,"in-group","out-group","out-group","different"
"12947",12990,12990,12990,12990,32,"underestimator","underestimator",3,3,2,1,1.36090039999908,63,24,2,4,1,NA,0,0,NA,1,NA,167,167,527,167,32,"1","sub-028",24,72,167,"in-group","out-group","out-group","different"
"12948",12991,12991,12991,12991,24,"underestimator","underestimator",3,2,4,0,0.805298100000073,64,24,2,5,1,NA,0,1,NA,1,NA,168,168,528,168,24,"0","sub-028",24,64,168,"in-group","out-group","out-group","different"
"12949",12992,12992,12992,12992,21,"underestimator","underestimator",3,2,1,0,1.21198720000029,66,24,2,1,NA,0,0,1,1,NA,0,169,169,529,169,21,"0","sub-028",24,61,169,"in-group","out-group","out-group","both_high"
"12950",12993,12993,12993,12993,32,"underestimator","underestimator",3,3,2,1,0.909487299999455,70,24,2,4,1,NA,0,0,NA,1,NA,170,170,530,170,32,"1","sub-028",24,72,170,"in-group","out-group","out-group","different"
"12951",12994,12994,12994,12994,41,"underestimator","underestimator",3,4,1,1,0.839885400000639,73,24,1,3,1,NA,0,0,NA,1,NA,171,171,531,171,41,"1","sub-028",24,81,171,"in-group","out-group","out-group","different"
"12952",12995,12995,12995,12995,24,"underestimator","underestimator",3,2,4,0,0.690903400001844,71,24,2,5,1,NA,0,1,NA,1,NA,172,172,532,172,24,"0","sub-028",24,64,172,"in-group","out-group","out-group","different"
"12953",12996,12996,12996,12996,12,"underestimator","underestimator",3,1,2,1,0.840772599996853,67,24,2,1,NA,0,0,0,1,NA,0,173,173,533,173,12,"1","sub-028",24,52,173,"in-group","out-group","out-group","both_high"
"12954",12997,12997,12997,12997,31,"underestimator","underestimator",3,3,1,1,0.704564499999833,81,24,1,2,1,NA,0,0,NA,1,NA,174,174,534,174,31,"1","sub-028",24,71,174,"in-group","out-group","out-group","different"
"12955",12998,12998,12998,12998,23,"underestimator","underestimator",3,2,3,0,0.878284799997346,67,24,2,4,1,NA,0,1,NA,1,NA,175,175,535,175,23,"0","sub-028",24,63,175,"in-group","out-group","out-group","different"
"12956",12999,12999,12999,12999,12,"underestimator","underestimator",3,1,2,1,1.03429619999952,62,24,2,1,NA,0,0,0,1,NA,0,176,176,536,176,12,"1","sub-028",24,52,176,"in-group","out-group","out-group","both_high"
"12957",13000,13000,13000,13000,13,"underestimator","underestimator",3,1,3,0,1.03479800000059,54,24,1,2,1,NA,0,1,NA,1,NA,177,177,537,177,13,"0","sub-028",24,53,177,"in-group","out-group","out-group","different"
"12958",13001,13001,13001,13001,23,"underestimator","underestimator",3,2,3,0,0.722951199997624,51,24,2,4,1,NA,0,1,NA,1,NA,178,178,538,178,23,"0","sub-028",24,63,178,"in-group","out-group","out-group","different"
"12959",13002,13002,13002,13002,32,"underestimator","underestimator",3,3,2,1,0.750264000002062,56,24,2,4,1,NA,0,0,NA,1,NA,179,179,539,179,32,"1","sub-028",24,72,179,"in-group","out-group","out-group","different"
"12960",13003,13003,13003,13003,24,"underestimator","underestimator",3,2,4,0,0.680042600000888,62,24,2,5,1,NA,0,1,NA,1,NA,180,180,540,180,24,"0","sub-028",24,64,180,"in-group","out-group","out-group","different"
"12961",13006,13006,13006,13006,43,"overestimator","overestimator",1,4,3,1,0.714103099999647,51,25,3,6,NA,1,0,0,-1,NA,1,1,1,1,1,43,"1","sub-029",25,83,1,"in-group","out-group","baseline","both_low"
"12962",13007,13007,13007,13007,32,"overestimator","overestimator",1,3,2,0,0.476024600000073,48,25,3,4,0,NA,0,1,NA,0,NA,2,2,2,2,32,"0","sub-029",25,72,2,"in-group","out-group","baseline","different"
"12963",13008,13008,13008,13008,31,"overestimator","overestimator",1,3,1,1,0.670703199999934,52,25,1,2,1,NA,0,0,NA,1,NA,3,3,3,3,31,"1","sub-029",25,71,3,"in-group","out-group","baseline","different"
"12964",13009,13009,13009,13009,13,"overestimator","overestimator",1,1,3,0,1.23269269999992,63,25,1,2,1,NA,0,1,NA,1,NA,4,4,4,4,13,"0","sub-029",25,53,4,"in-group","out-group","baseline","different"
"12965",13010,13010,13010,13010,34,"overestimator","overestimator",1,3,4,1,0.800533099999939,37,25,4,6,NA,0,0,0,-1,NA,0,5,5,5,5,34,"1","sub-029",25,74,5,"in-group","out-group","baseline","both_low"
"12966",13011,13011,13011,13011,21,"overestimator","overestimator",1,2,1,0,0.626122200000282,52,25,2,1,NA,0,0,1,1,NA,0,6,6,6,6,21,"0","sub-029",25,61,6,"in-group","out-group","baseline","both_high"
"12967",13012,13012,13012,13012,41,"overestimator","overestimator",1,4,1,1,0.391067900000053,39,25,1,3,1,NA,0,0,NA,1,NA,7,7,7,7,41,"1","sub-029",25,81,7,"in-group","out-group","baseline","different"
"12968",13013,13013,13013,13013,31,"overestimator","overestimator",1,3,1,0,1.02442190000011,20,25,3,2,0,NA,0,1,NA,0,NA,8,8,8,8,31,"0","sub-029",25,71,8,"in-group","out-group","baseline","different"
"12969",13014,13014,13014,13014,32,"overestimator","overestimator",1,3,2,1,0.672879899999771,65,25,2,4,1,NA,0,0,NA,1,NA,9,9,9,9,32,"1","sub-029",25,72,9,"in-group","out-group","baseline","different"
"12970",13015,13015,13015,13015,23,"overestimator","overestimator",1,2,3,0,0.448862700000063,69,25,2,4,1,NA,0,1,NA,1,NA,10,10,10,10,23,"0","sub-029",25,63,10,"in-group","out-group","baseline","different"
"12971",13016,13016,13016,13016,41,"overestimator","overestimator",1,4,1,0,1.44520620000003,33,25,4,3,0,NA,0,1,NA,0,NA,11,11,11,11,41,"0","sub-029",25,81,11,"in-group","out-group","baseline","different"
"12972",13017,13017,13017,13017,42,"overestimator","overestimator",1,4,2,1,1.47425680000015,48,25,2,5,1,NA,0,0,NA,1,NA,12,12,12,12,42,"1","sub-029",25,82,12,"in-group","out-group","baseline","different"
"12973",13018,13018,13018,13018,12,"overestimator","overestimator",1,1,2,1,0.553447100000085,69,25,2,1,NA,0,0,0,1,NA,0,13,13,13,13,12,"1","sub-029",25,52,13,"in-group","out-group","baseline","both_high"
"12974",13019,13019,13019,13019,31,"overestimator","overestimator",1,3,1,1,1.12905030000002,81,25,1,2,1,NA,0,0,NA,1,NA,14,14,14,14,31,"1","sub-029",25,71,14,"in-group","out-group","baseline","different"
"12975",13020,13020,13020,13020,14,"overestimator","overestimator",1,1,4,0,0.591620299999704,54,25,1,3,1,NA,0,1,NA,1,NA,15,15,15,15,14,"0","sub-029",25,54,15,"in-group","out-group","baseline","different"
"12976",13021,13021,13021,13021,31,"overestimator","overestimator",1,3,1,1,0.412485999999717,33,25,1,2,1,NA,0,0,NA,1,NA,16,16,16,16,31,"1","sub-029",25,71,16,"in-group","out-group","baseline","different"
"12977",13022,13022,13022,13022,21,"overestimator","overestimator",1,2,1,0,1.25766859999976,67,25,2,1,NA,0,0,1,1,NA,0,17,17,17,17,21,"0","sub-029",25,61,17,"in-group","out-group","baseline","both_high"
"12978",13023,13023,13023,13023,31,"overestimator","overestimator",1,3,1,0,1.20937350000031,14,25,3,2,0,NA,0,1,NA,0,NA,18,18,18,18,31,"0","sub-029",25,71,18,"in-group","out-group","baseline","different"
"12979",13024,13024,13024,13024,42,"overestimator","overestimator",1,4,2,1,0.848967500000072,60,25,2,5,1,NA,0,0,NA,1,NA,19,19,19,19,42,"1","sub-029",25,82,19,"in-group","out-group","baseline","different"
"12980",13025,13025,13025,13025,12,"overestimator","overestimator",1,1,2,1,0.453563700000359,55,25,2,1,NA,0,0,0,1,NA,0,20,20,20,20,12,"1","sub-029",25,52,20,"in-group","out-group","baseline","both_high"
"12981",13026,13026,13026,13026,14,"overestimator","overestimator",1,1,4,0,0.637175800000023,82,25,1,3,1,NA,0,1,NA,1,NA,21,21,21,21,14,"0","sub-029",25,54,21,"in-group","out-group","baseline","different"
"12982",13027,13027,13027,13027,43,"overestimator","overestimator",1,4,3,1,1.80968329999996,55,25,3,6,NA,1,0,0,-1,NA,1,22,22,22,22,43,"1","sub-029",25,83,22,"in-group","out-group","baseline","both_low"
